Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. Protein q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,MW [kDa],Gene Symbol,"Abundance Ratio: (Heavy, Insoluble_S59L-Treat) / (Light, Insoluble_S59L-Treat)","Abundance Ratio: (Heavy, Insoluble_S59L-WT) / (Light, Insoluble_S59L-WT)","Abundance Ratio P-Value: (Heavy, Insoluble_S59L-Treat) / (Light, Insoluble_S59L-Treat)","Abundance Ratio P-Value: (Heavy, Insoluble_S59L-WT) / (Light, Insoluble_S59L-WT)","Abundance: F1: Light, Sample, I8, Insoluble_S59L-Treat, 4","Abundance: F3: Light, Sample, I7, Insoluble_S59L-Treat, 3","Abundance: F5: Light, Sample, I6, Insoluble_S59L-Treat, 2","Abundance: F7: Light, Sample, I5, Insoluble_S59L-Treat, 1","Abundance: F2: Light, Sample, I4, Insoluble_S59L-WT, 4","Abundance: F4: Light, Sample, I3, Insoluble_S59L-WT, 3","Abundance: F6: Light, Sample, I2, Insoluble_S59L-WT, 2","Abundance: F8: Light, Sample, I1, Insoluble_S59L-WT, 1","Abundance: F1: Heavy, Sample, I8, Insoluble_S59L-Treat, 4","Abundance: F3: Heavy, Sample, I7, Insoluble_S59L-Treat, 3","Abundance: F5: Heavy, Sample, I6, Insoluble_S59L-Treat, 2","Abundance: F7: Heavy, Sample, I5, Insoluble_S59L-Treat, 1","Abundance: F2: Heavy, Sample, I4, Insoluble_S59L-WT, 4","Abundance: F4: Heavy, Sample, I3, Insoluble_S59L-WT, 3","Abundance: F6: Heavy, Sample, I2, Insoluble_S59L-WT, 2","Abundance: F8: Heavy, Sample, I1, Insoluble_S59L-WT, 1",Modifications,WikiPathways,Reactome Pathways
FALSE,High,Master Protein,Q9D6R2,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial [OS=Mus musculus]",0,75.893,43,14,189,14,39.6,Idh3a,0.728,0.217,0.067996716,0.00272464,154126118.3,126818278,109937746,68642329,181683531.6,271880080.5,319673702,172264055.5,104456670.5,88170393.5,83692801,69190262,28809962,91898698.5,77875819,33230555,,TCA cycle,Mitochondrial protein degradation; Citric acid cycle (TCA cycle)
FALSE,High,Master Protein,Q8BG05,Heterogeneous nuclear ribonucleoprotein A3 [OS=Mus musculus],0,75.755,40,14,140,14,39.6,Hnrnpa3,2.141,1.15,0.002872233,0.442535135,58492605,60604495.13,49357739,75371529,24204766.13,32846869.63,29593979,33002440.88,150903713,112080406,119886704.1,142247784.6,23539672.88,25188482.69,66256101.63,44863173.5,Acetyl [N-Term],mRNA processing,mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA
FALSE,High,Master Protein,Q99MR8,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial [OS=Mus musculus]",0,75.104,39,20,80,20,79.3,Mccc1,1.192,0.794,0.717080253,0.192371314,11287156.75,8956088.25,7932217.75,5100491,85052236.38,115589180.5,101630383.5,87921209.75,10760305,5526561.5,11823019,8308737,48362688,78303552,94503080,93686504,,,Branched-chain amino acid catabolism; Biotin transport and metabolism
FALSE,High,Master Protein,Q80XN0,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial [OS=Mus musculus]",0,75.079,56,15,163,15,38.3,Bdh1,0.893,0.208,0.487833344,0.003620193,35078022.5,21594235.5,19458432.25,13224840.13,117066855,86233986.5,98836815.5,138699532.5,33292108,16121319.63,23577686.5,11110321.5,20410263,21494057,35476525,23173113.25,,Synthesis and degradation of ketone bodies,Mitochondrial protein degradation; Synthesis of Ketone Bodies; Utilization of Ketone Bodies
FALSE,High,Master Protein,Q76MZ3,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform [OS=Mus musculus],0,74.993,34,17,122,17,65.3,Ppp2r1a,8.502,3.04,0.001001615,0.04926889,6973873.25,4694954.125,3572024.375,2969559.75,4498248,,7329570.875,5751715.625,53373634.25,29678273,33734044.75,41408796.5,8716498.25,17171621.5,29562262.5,13179386.75,Acetyl [N-Term]; Met-loss+Acetyl [N-Term],Mechanisms associated with pluripotency; Focal adhesion: PI3K-Akt-mTOR signaling pathway; Glycogen metabolism; IL-6 signaling pathway; Wnt signaling pathway and pluripotency,"Separation of Sister Chromatids; PKR-mediated signaling; Resolution of Sister Chromatid Cohesion; Recruitment of NuMA to mitotic centrosomes; RHO GTPases Activate Formins; EML4 and NUDC in mitotic spindle formation; Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells; Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Cyclin A/B1/B2 associated events during G2/M transition; PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling; Anchoring of the basal body to the plasma membrane; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; AURKA Activation by TPX2; Negative regulation of MAPK pathway; DARPP-32 events; Platelet sensitization by LDL; Initiation of Nuclear Envelope (NE) Reformation; Spry regulation of FGF signaling; RAF activation; Cyclin D associated events in G1; Regulation of TP53 Degradation; Beta-catenin phosphorylation cascade; Disassembly of the destruction complex and recruitment of AXIN to the membrane; Co-stimulation by CD28; Co-inhibition by CTLA4; Inhibition of replication initiation of damaged DNA by RB1/E2F1; ERKs are inactivated"
FALSE,High,Master Protein,Q791V5,Mitochondrial carrier homolog 2 [OS=Mus musculus],0,74.686,50,11,140,11,33.5,Mtch2,0.633,0.312,0.052415741,0.002730451,48782302,21668471,20558010,19947266,18994328,30387953,31994362,20057519,32105651,13179801,16617567,7179296.5,4660096.75,8746054.5,14046070.5,6779172,Acetyl [N-Term]; Met-loss+Acetyl [N-Term],,
FALSE,High,Master Protein,P97461,Small ribosomal subunit protein uS7 [OS=Mus musculus],0,74.583,64,10,134,10,22.9,Rps5,1.388,0.804,0.008376698,0.042555159,60183536,41992698.5,48503263,48082477,39467344.5,39806499,54038489,43329668.5,78660754,65488335.5,71472027,59613834,25890224,33317990.5,49246798,33442866,Acetyl [N-Term]; Met-loss+Acetyl [N-Term],Cytoplasmic ribosomal proteins,"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition"
FALSE,High,Master Protein,Q8R2Z5,von Willebrand factor A domain-containing protein 1 [OS=Mus musculus],0,74.504,53,11,95,11,44.7,Vwa1,1.238,1.048,0.512100578,0.961190472,18111635.25,4374723,6195839,5946158.5,4122186.563,4144401.25,3745390.5,2834397.75,12051852.5,8661305.125,6326432.5,8931769.25,2177902.5,1423234.25,8962076.75,5890529.375,,,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation
FALSE,High,Master Protein,Q9DBG6,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 [OS=Mus musculus],0,74.373,30,12,87,12,69,Rpn2,2.687,1.539,0.117310822,0.604741873,18961897.25,1851269,4934315.25,10672274.88,,1495734.75,2681976,6803096.625,29945944.5,18408275.13,22562408.88,11809213.13,1920094,1759684.875,5401754,4924489,,Proteasome degradation,Regulation of CDH1 posttranslational processing and trafficking to plasma membrane; PD-L1(CD274) glycosylation and translocation to plasma membrane
FALSE,High,Master Protein,Q9JJ28,Protein flightless-1 homolog [OS=Mus musculus],0,74.325,23,21,94,21,144.7,Flii,14.653,19.379,0.003272454,0.000469969,4031855,2089906.625,727482.5,2415407.75,,1254141,1411393.375,1243016.125,43436545.75,33480621,35617313.75,32371359.88,19342161.25,20123801.75,27321364.25,24115270.19,Acetyl [N-Term],,
FALSE,High,Master Protein,Q61937,Nucleophosmin [OS=Mus musculus],0,74.268,52,10,98,10,32.5,Npm1,1.321,0.856,0.073241704,0.161153876,245847799.5,196986591,196446808,215878081,309499199.5,406680841.8,340781156.8,331706679,366065677.5,194858097,262944098,281585862,181684350.5,322945931,336767540,305858484,Acetyl [N-Term],mRNA processing,Deposition of new CENPA-containing nucleosomes at the centromere; PKR-mediated signaling; SUMOylation of transcription cofactors; TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation; TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain
FALSE,High,Master Protein,Q61234,Alpha-1-syntrophin [OS=Mus musculus],0,74.114,33,12,137,11,53.6,Snta1,2.242,0.917,0.000109816,0.143369089,27616226,13818160.5,13460652,19539908.5,17315625,20000594.5,20496974.5,26670659,56842580,30835516.5,31959232.5,44009194,12288179,18760831.5,19772162.5,23926020,,,Formation of the dystrophin-glycoprotein complex (DGC)
FALSE,High,Master Protein,Q6ZWX6,Eukaryotic translation initiation factor 2 subunit 1 [OS=Mus musculus],0,74.004,63,17,135,17,36.1,Eif2s1,2.641,2.373,0.001292252,0.003145727,33686107.5,25035862.5,28228672.25,21655060.25,8613276.375,7909712.25,11632563.75,11820184.25,96956541,50365910.5,73746758,57834384.5,15947527.75,22639172.75,30285587,25560602,,Translation factors,"L13a-mediated translational silencing of Ceruloplasmin expression; GTP hydrolysis and joining of the 60S ribosomal subunit; ABC-family proteins mediated transport; Recycling of eIF2:GDP; Cellular response to mitochondrial stress; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition; PERK regulates gene expression"
FALSE,High,Master Protein,Q149B8,PGC-1 and ERR-induced regulator in muscle protein 1 [OS=Mus musculus],0,73.88,30,11,73,11,85.1,Perm1,1000,6.301,,0.028805813,,,,,4844582.625,2088049.5,1490793,4813996,1463500.375,3511157.375,5895000.5,6397842.625,11326947.75,25926698.13,19408547.25,15391019.63,,,
FALSE,High,Master Protein,Q9CQN1,"Heat shock protein 75 kDa, mitochondrial [OS=Mus musculus]",0,73.836,43,22,100,21,80.2,Trap1,1000,1000,,,,,,,,,,,34592606,7423371.5,29895648.38,2341789.25,9851881.5,9711291.125,32443989,6591000.625,,TGF-beta receptor signaling pathway,Citric acid cycle (TCA cycle)
FALSE,High,Master Protein,P67778,Prohibitin 1 [OS=Mus musculus],0,73.818,82,16,139,16,29.8,Phb1,0.943,0.41,0.903650691,0.016096653,65217467,38428699.5,33771611,52840205.75,31800749,47160649.25,39854760,29681511.5,57040272,26708675,50209007,53754524,13974207.5,8504971.25,18198902,11338996.63,,,RAF activation; Processing of SMDT1
FALSE,High,Master Protein,P82349,Beta-sarcoglycan [OS=Mus musculus],0,73.67,44,10,113,10,34.9,Sgcb,0.639,0.402,0.002674473,0.016665567,79874187,49498114,52334295,81359502.5,34469087.5,42851758,29104848.5,54173276.5,43061181,33912710.5,33276478.5,52295644.5,13721579.38,9928661.75,17448683,22023340.5,,,Formation of the dystrophin-glycoprotein complex (DGC)
FALSE,High,Master Protein,Q78IK4,MICOS complex subunit Mic27 [OS=Mus musculus],0,73.538,61,12,107,12,29.2,Apool,1.16,0.306,0.48912386,0.004091677,48409446.25,26422440.13,31824993.75,38940999.75,93177874.25,95635899,100516304,85320410.13,52286582.25,32913314.88,41077644.75,31395017.75,24699137.63,20529134,42216723.5,30209931.75,,,Platelet degranulation
FALSE,High,Master Protein,P47911,Large ribosomal subunit protein eL6 [OS=Mus musculus],0,73.464,42,14,242,14,33.5,Rpl6,1.818,1.231,0.00104641,0.102351788,417369857,286243344.8,308494294.5,311002973.8,212041022.3,259159794,267946164.5,273204362.5,788313329.5,500987757.5,646235685,523345556,212550229.8,298097504.5,409445270.5,359835547,,Cytoplasmic ribosomal proteins; TNF-alpha NF-kB signaling pathway,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide; PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA
FALSE,High,Master Protein,O88398,Advillin [OS=Mus musculus],0,73.444,27,15,43,15,92,Avil,1.44,0.001,0.150141424,,19493431,10678181.5,13675897.56,8403714.125,4143476.5,4634883,8979076,8736617,58632055.5,12285434.13,14205329.25,15150857.75,,,,316534.5,Acetyl [N-Term],,
FALSE,High,Master Protein,Q3UQ28,Peroxidasin homolog [OS=Mus musculus],0,73.035,17,17,76,17,165,Pxdn,2.479,3.1,0.204877699,0.005585522,3360470.5,1520093.125,1106759.625,,5333441.5,3118079.75,3262453.75,3095686.75,4875608,6437263.25,1451108.75,1125168.5,10883912.38,9676873.75,10104261,13473178.38,,,Crosslinking of collagen fibrils
FALSE,High,Master Protein,Q9D6Z1,Nucleolar protein 56 [OS=Mus musculus],0,73.012,33,16,108,16,64.4,Nop56,2.358,2.041,0.002038344,0.102786736,38110262.75,18379487.5,20805220.75,27136944.25,12759011.25,8689743,7303334.125,8651252.625,73608210.5,45661538.5,60006869.13,60740183,11514494,14519954,18198756,22495337.63,,,Major pathway of rRNA processing in the nucleolus and cytosol
FALSE,High,Master Protein,P14152,"Malate dehydrogenase, cytoplasmic [OS=Mus musculus]",0,72.92,40,12,202,12,36.5,Mdh1,1.396,0.732,0.007613625,0.028859631,100595243.8,143053017,112314212.3,113247609.8,155609937.5,239461392,229738325,199251603.8,120976417,192459986.5,162604936,169918566.3,98158920.38,157643087,187221280,172233555,,Glycolysis and gluconeogenesis; TCA cycle,Malate-aspartate shuttle
FALSE,High,Master Protein,O55222,Scaffold protein ILK [OS=Mus musculus],0,72.845,42,15,153,15,51.3,Ilk,1.578,1.466,0.000471602,0.002161947,69679132,45860616.5,55873357.63,52156329,37174970.25,50258866.13,58529688.75,52957731.63,106065446.8,70439615.5,96074419.75,84544121.5,55444461.75,68325459.5,84296861.38,86871833.63,Acetyl [N-Term],Estrogen signaling; PPAR signaling pathway; Primary focal segmental glomerulosclerosis (FSGS); Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; Na/K-ATPase/Src signaling; Eukaryotic transcription initiation; Integrin-mediated cell adhesion; Focal adhesion,Localization of the PINCH-ILK-PARVIN complex to focal adhesions
FALSE,High,Master Protein,P62897,"Cytochrome c, somatic [OS=Mus musculus]",0,72.743,61,7,313,7,11.6,Cycs,1.204,0.271,0.028310153,0.001278847,846091716.3,635956200.3,636851872.5,677197316.9,2176991607,2468143445,2516528995,2711348310,908382439,736747086,841027841.8,847427370.3,460712443.8,599494036.5,871880010,817636565.5,,Oxidative damage response; p53 signaling; Parkinson's disease; Na/K-ATPase/Src signaling,Respiratory electron transport; TP53 Regulates Metabolic Genes; Cytoprotection by HMOX1; Detoxification of Reactive Oxygen Species; Release of apoptotic factors from the mitochondria; Pyroptosis; Activation of caspases through apoptosome-mediated cleavage; Regulation of the apoptosome activity; Transcriptional activation of mitochondrial biogenesis
FALSE,High,Master Protein,Q8R4Y4,Stabilin-1 [OS=Mus musculus],0,72.715,15,23,69,23,276.1,Stab1,1000,,,,,,,,,,,,7986736.875,9887840.25,4588145.125,3912144.375,,,,,,,Scavenging by Class H Receptors
FALSE,High,Master Protein,Q9Z0N1,"Eukaryotic translation initiation factor 2 subunit 3, X-linked [OS=Mus musculus]",0,72.713,37,13,103,3,51,Eif2s3x,3.516,1000,0.004211104,,3338641.5,,3772582.25,3874358.5,,,,,11506137,7675347.5,13530055,10843053,1782598.75,2276884.25,6880478,5564803.5,Acetyl [N-Term],Translation factors,"L13a-mediated translational silencing of Ceruloplasmin expression; GTP hydrolysis and joining of the 60S ribosomal subunit; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition; ABC-family proteins mediated transport; Recycling of eIF2:GDP; Cellular response to mitochondrial stress; PERK regulates gene expression"
FALSE,High,Master Protein,Q8BU30,"Isoleucine--tRNA ligase, cytoplasmic [OS=Mus musculus]",0,72.69,24,22,66,22,144.2,Iars1,1000,1000,,,,,,,,,,,33387588.75,14829412.38,17668291.5,6066095.75,,,,2636617.5,,,Transcriptional and post-translational regulation of MITF-M expression and activity
FALSE,High,Master Protein,P53026,Large ribosomal subunit protein uL1 [OS=Mus musculus],0,72.638,44,10,213,10,24.9,Rpl10a,1.802,1.353,0.000263105,0.04489345,435809799,303764688.8,320040956.3,360916387.3,213049661,245557194.5,263902800.5,263053400.5,786753266.5,539085583.5,647127209.3,649098887.3,234436307.8,310847319.1,447397632.3,380470192.8,,,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide; PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA
FALSE,High,Master Protein,P02088,Hemoglobin subunit beta-1 [OS=Mus musculus],0,72.575,70,8,160,8,15.8,Hbb-b1,0.369,0.318,0.03692725,0.050600907,72620190.25,164009531.5,337486822.6,218742182.2,110666847.4,280675903,223522552.8,95642951.13,8651720.25,83351393,97225821.5,103255985.5,14681128.5,58691513.5,108210594.5,63840924,,Comprehensive IL-17A signaling,
FALSE,High,Master Protein,P14148,Large ribosomal subunit protein uL30 [OS=Mus musculus],0,72.122,50,13,196,13,31.4,Rpl7,1.963,1.411,0.001289397,0.098487449,313987174.5,227619790,265869404,295835135,196899161,192660448.5,202131048,214538693.5,665326588,427830071,545202926.5,490212476,188842233,260129365,357886275,316435909.5,Acetyl [N-Term],Cytoplasmic ribosomal proteins; mRNA processing,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide; PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA
FALSE,High,Master Protein,Q8JZQ9,Eukaryotic translation initiation factor 3 subunit B [OS=Mus musculus],0,72.117,33,18,75,18,91.3,Eif3b,21.767,123.848,0.001166277,0.003705292,,1766315.625,2064363,1832141.625,,3186982.25,4015600,,69873256,42050838.25,41084850.5,30605751.5,40679876.75,47362512.75,61592650.5,40883072,,Translation factors; mRNA processing; IL-2 signaling pathway,"L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Translation initiation complex formation; Ribosomal scanning and start codon recognition; Formation of the ternary complex, and subsequently, the 43S complex"
FALSE,High,Master Protein,Q9CPR4,Large ribosomal subunit protein uL22 [OS=Mus musculus],0,71.92,50,8,282,7,21.4,Rpl17,1.683,1.234,0.001119461,0.124758108,364813864,233520964.4,240319189,305621945.3,176525077,204116720.5,235482583,214014329.3,606587813,397711511.5,469741442.4,488256300.5,168737580.5,237302695.8,333281169.8,280534039.5,,Cytoplasmic ribosomal proteins,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide; PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA
FALSE,High,Master Protein,Q9D0M3,"Cytochrome c1, heme protein, mitochondrial [OS=Mus musculus]",0,71.513,43,10,150,10,35.3,Cyc1,1.132,0.475,0.860117911,0.018918442,97427319.63,28770898.63,13782561.5,36354618.5,59527463.75,94958199,74597877.56,49434741.88,58198000.5,35350370.5,20975414.5,37946999,18426544,36696484.5,43540351.25,31065969.25,,,Respiratory electron transport; Complex III assembly
FALSE,High,Master Protein,Q9CZJ2,Heat shock 70 kDa protein 12B [OS=Mus musculus],0,71.282,34,19,110,19,76.1,Hspa12b,1.491,0.795,0.03704581,0.428744584,24302199.13,10690405.13,13617203.5,7572390.25,20562533,29755213.88,25398334.88,27623274,26083044.88,16801230.75,19263274.44,12361396.13,11253924.94,19865671.13,34995334.63,26142363.25,,,Regulation of HSF1-mediated heat shock response
FALSE,High,Master Protein,Q99JB8,Protein kinase C and casein kinase II substrate protein 3 [OS=Mus musculus],0,71.135,48,16,158,16,48.6,Pacsin3,1.924,1.691,0.051126145,0.048005347,27850095,8648047.75,17279197,22430731.25,16804827,17796156.75,15185167,9523750,52759171,30592977,33747696.5,27251987,23628546,24166617.5,30898597,29406249.5,,,Clathrin-mediated endocytosis
FALSE,High,Master Protein,Q8VEK3,Heterogeneous nuclear ribonucleoprotein U [OS=Mus musculus],0,71.087,20,12,133,12,87.9,Hnrnpu,4.608,5.051,0.000323732,0.00044812,30345907.38,18541932.5,17509094,21072352.25,10973597,12977905.25,16662921.5,16027876.94,126163304,85006512.75,107203024.8,97595036.25,45547578.13,61287402,108599699,86579531,Met-loss+Acetyl [N-Term],Mechanisms associated with pluripotency; mRNA processing,mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA
FALSE,High,Master Protein,Q9D172,"Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial [OS=Mus musculus]",0,71.044,57,11,131,11,28.1,Gatd3,0.601,0.269,0.058906295,0.000199538,129076500.3,74494834.75,55182009.25,42167427,186674285,302693665.3,238187973.8,177735192,40886190.5,36583305.25,40605276.75,32043104.75,46336396.25,69854822.94,69787570.13,51916882,,,
FALSE,High,Master Protein,O70133,ATP-dependent RNA helicase A [OS=Mus musculus],0,70.835,17,18,107,18,149.4,Dhx9,4.913,6.163,0.004739722,0.024220248,8614093.75,3810993.5,3024102,7146503.5,2829573.375,5699960.375,2507386.25,2146399,32583797.25,24318420.75,24524872.25,23559047.13,13474078.75,9559767,19996887.75,17404875,,Mechanisms associated with pluripotency; mRNA processing,mRNA Splicing - Major Pathway; PKR-mediated signaling; RIP-mediated NFkB activation via ZBP1; DEx/H-box helicases activate type I IFN and inflammatory cytokines production
FALSE,High,Master Protein,Q99MQ4,Asporin [OS=Mus musculus],0,70.746,31,9,97,9,42.5,Aspn,0.591,0.3,0.059333799,0.038626973,75748744.88,46637745.5,37956271,96327702.88,14587345.5,19449880.13,23912168.5,112508305.3,33212471,31176893.5,35455358.75,50277180.25,4018567.625,2706658.5,16963939.5,36716946.25,,,
FALSE,High,Master Protein,Q91WD5,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial [OS=Mus musculus]",0,70.326,49,16,159,16,52.6,Ndufs2,2.13,0.39,0.043866733,0.005937493,55291512.25,19676550,7859395,17767910.5,75676640.5,95393301.5,92531965,66474105.88,70549404,40340976.38,31375551,39325081,25496651.5,40180354.75,54534866.5,23946212,,Oxidative phosphorylation; Electron transport chain,Complex I biogenesis
FALSE,High,Master Protein,Q3UIJ9,Myocardial zonula adherens protein [OS=Mus musculus],0,70.246,41,16,108,16,53.9,Myzap,6.059,2.146,0.000897562,0.062202995,12947356,9936559,11907912.13,13037463,15549530.38,18020889.25,51871591.13,17758483,93901225.5,55296181.5,78553270.5,52323332,32668940.63,46766670.38,51602166.5,38924940.25,,,
FALSE,High,Master Protein,Q9D0F9,Phosphoglucomutase-1 [OS=Mus musculus],0,70.143,36,16,113,15,61.4,Pgm1,1.197,0.375,0.094406042,0.029306594,29522526.25,50208708.75,32887494.75,36187170.75,8083444,19228834.5,16406998.88,17833593.38,38547675.5,55135839,43041352.5,36372402.5,2152275,10132048.75,9037104.25,3215735,,Glucuronidation; Purine metabolism; Glycogen metabolism,Neutrophil degranulation; Glycogen breakdown (glycogenolysis); Galactose catabolism; Glycogen synthesis
FALSE,High,Master Protein,P60843,Eukaryotic initiation factor 4A-I [OS=Mus musculus],0,69.683,47,14,110,6,46.1,Eif4a1,5.417,1000,0.01140457,,5349334,3207783.75,3093030.5,5902349.75,,,,,40698912,16756966,17373594.25,12461429.25,2343450.438,,2599880.25,1320185.875,,Translation factors,L13a-mediated translational silencing of Ceruloplasmin expression; GTP hydrolysis and joining of the 60S ribosomal subunit; Translation initiation complex formation; Ribosomal scanning and start codon recognition; ISG15 antiviral mechanism; Deadenylation of mRNA
FALSE,High,Master Protein,Q6ZWV3,Large ribosomal subunit protein uL16 [OS=Mus musculus],0,69.566,42,9,175,9,24.6,Rpl10,2.744,1.56,0.001358371,0.015592078,113592515.5,77087018.25,73441205.75,105609516,64153647.63,85929278.25,90167827.38,80563255.25,316956976.8,208072647,273938238.5,258257415,81323814.63,119483326,162263770.8,141068476.5,,Cytoplasmic ribosomal proteins,L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide; PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA
FALSE,High,Master Protein,Q8VIJ6,"Splicing factor, proline- and glutamine-rich [OS=Mus musculus]",0,69.347,22,14,125,13,75.4,Sfpq,3.295,3.061,0.037069343,0.01472714,3078691.5,11622277,12649303.75,21444998.75,11513521.38,6343299.5,8425765.25,12275992.25,44469752,41395215.75,28993490.75,65375697,22365859.5,17363701.75,48810497,42010883.25,,mRNA processing,PTK6 Regulates Proteins Involved in RNA Processing
FALSE,High,Master Protein,Q9DBR7,Protein phosphatase 1 regulatory subunit 12A [OS=Mus musculus],0,69.25,22,18,121,16,114.9,Ppp1r12a,6.76,1000,2.25504E-05,,4739156.5,2930814.5,2442326.5,5160516.5,,,,,34336544,19435814.94,14571740.38,35561844.25,10098660.5,11219377.88,23540223.63,7763434,,Regulation of actin cytoskeleton; Focal adhesion,Regulation of PLK1 Activity at G2/M Transition; RHO GTPases activate PKNs; RHO GTPases activate PAKs
